shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight,,
Hanari Carnes|Rua do Pao," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|HANAR|Hanari Carnes|Rua do Pao"," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|0.0|10541|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-05-29 00:00:00""|Speedy Express|71|Flotemysost|21.5000|9|0.0|193.0|68.6500"
"HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|""5022""|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|""5022""|Venezuela|0.0|10552|""1997-05-29 00:00:00""|""1997-06-26 00:00:00""|""1997-06-05 00:00:00""|Speedy Express|69|Gudbrandsdalsost|36.0000|18|0.0|648.0|83.2200",,
"HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|""5022""|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|""5022""|Venezuela|0.0|10552|""1997-05-29 00:00:00""|""1997-06-26 00:00:00""|""1997-06-05 00:00:00""|Speedy Express|75|Rhnbru Klosterbier|7.7500|30|0.0|232.0|83.2200",,
"Simons bistro|Vinbltet 34|Kobenhavn||""1734""|Denmark|SIMOB|Simons bistro|Vinbltet 34|Kobenhavn||""1734""|Denmark|0.0|10556|""1997-06-03 00:00:00""|""1997-07-15 00:00:00""|""1997-06-13 00:00:00""|Speedy Express|72|Mozzarella di Giovanni|34.8000|24|0.0|835.0|9.8000",,
"Ernst Handel|Kirchgasse 6|Graz||""8010""|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||""8010""|Austria|0.0|10595|""1997-07-10 00:00:00""|""1997-08-07 00:00:00""|""1997-07-14 00:00:00""|Speedy Express|35|Steeleye Stout|18.0000|30|0.0|540.0|96.7800",,
"Ernst Handel|Kirchgasse 6|Graz||""8010""|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||""8010""|Austria|0.0|10595|""1997-07-10 00:00:00""|""1997-08-07 00:00:00""|""1997-07-14 00:00:00""|Speedy Express|61|Sirop d'rable|28.5000|120|0.0|3420.0|96.7800",,
"Ernst Handel|Kirchgasse 6|Graz||""8010""|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||""8010""|Austria|0.0|10595|""1997-07-10 00:00:00""|""1997-08-07 00:00:00""|""1997-07-14 00:00:00""|Speedy Express|69|Gudbrandsdalsost|36.0000|65|0.0|2340.0|96.7800",,
"Simons bistro|Vinbltet 34|Kobenhavn||""1734""|Denmark|SIMOB|Simons bistro|Vinbltet 34|Kobenhavn||""1734""|Denmark|0.0|10669|""1997-09-15 00:00:00""|""1997-10-13 00:00:00""|""1997-09-22 00:00:00""|Speedy Express|36|Inlagd Sill|19.0000|30|0.0|570.0|24.3900",,
"Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|0.0|10673|""1997-09-18 00:00:00""|""1997-10-16 00:00:00""|""1997-09-19 00:00:00""|Speedy Express|16|Pavlova|17.4500|3|0.0|52.0|22.7600",,
"Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|0.0|10673|""1997-09-18 00:00:00""|""1997-10-16 00:00:00""|""1997-09-19 00:00:00""|Speedy Express|42|Singaporean Hokkien Fried Mee|14.0000|6|0.0|84.0|22.7600",,
"Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|0.0|10673|""1997-09-18 00:00:00""|""1997-10-16 00:00:00""|""1997-09-19 00:00:00""|Speedy Express|43|Ipoh Coffee|46.0000|6|0.0|276.0|22.7600",,
"Du monde entier|""67"," rue des Cinquante Otages""|Nantes||""44000""|France|DUMON|Du monde entier|""67"," rue des Cinquante Otages""|Nantes||""44000""|France|0.0|10683|""1997-09-26 00:00:00""|""1997-10-24 00:00:00""|""1997-10-01 00:00:00""|Speedy Express|52|Filo Mix|7.0000|9|0.0|63.0|4.4000"
"Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|0.0|10686|""1997-09-30 00:00:00""|""1997-10-28 00:00:00""|""1997-10-08 00:00:00""|Speedy Express|17|Alice Mutton|39.0000|30|0.0|1170.0|96.5000",,
"Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|0.0|10686|""1997-09-30 00:00:00""|""1997-10-28 00:00:00""|""1997-10-08 00:00:00""|Speedy Express|26|Gumbr Gummibrchen|31.2300|15|0.0|468.0|96.5000",,
"Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|REGGC|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|0.0|10727|""1997-11-03 00:00:00""|""1997-12-01 00:00:00""|""1997-12-05 00:00:00""|Speedy Express|17|Alice Mutton|39.0000|20|0.0|780.0|89.9000",,
"Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|REGGC|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|0.0|10727|""1997-11-03 00:00:00""|""1997-12-01 00:00:00""|""1997-12-05 00:00:00""|Speedy Express|56|Gnocchi di nonna Alice|38.0000|10|0.0|380.0|89.9000",,
"Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|REGGC|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|0.0|10727|""1997-11-03 00:00:00""|""1997-12-01 00:00:00""|""1997-12-05 00:00:00""|Speedy Express|59|Raclette Courdavault|55.0000|10|0.0|550.0|89.9000",,
"Spcialits du monde|""25"," rue Lauriston""|Paris||""75016""|France|SPECD|Spcialits du monde|""25"," rue Lauriston""|Paris||""75016""|France|0.0|10738|""1997-11-12 00:00:00""|""1997-12-10 00:00:00""|""1997-11-18 00:00:00""|Speedy Express|16|Pavlova|17.4500|3|0.0|52.0|2.9100"
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10780|""1997-12-16 00:00:00""|""1997-12-30 00:00:00""|""1997-12-25 00:00:00""|Speedy Express|70|Outback Lager|15.0000|35|0.0|525.0|42.1300",,
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10780|""1997-12-16 00:00:00""|""1997-12-30 00:00:00""|""1997-12-25 00:00:00""|Speedy Express|77|Original Frankfurter grne Soe|13.0000|15|0.0|195.0|42.1300",,
"La maison d-Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|LAMAI|La maison d'Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|0.0|10787|""1997-12-19 00:00:00""|""1998-01-02 00:00:00""|""1997-12-26 00:00:00""|Speedy Express|2|Chang|19.0000|15|0.0|285.0|249.9300",,
"La maison d-Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|LAMAI|La maison d'Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|0.0|10787|""1997-12-19 00:00:00""|""1998-01-02 00:00:00""|""1997-12-26 00:00:00""|Speedy Express|29|Thringer Rostbratwurst|123.7900|20|0.0|2475.0|249.9300",,
"Island Trading|Garden House Crowther Way|Cowes|Isle of Wight|PO31 7PJ|UK|ISLAT|Island Trading|Garden House Crowther Way|Cowes|Isle of Wight|PO31 7PJ|UK|0.0|10798|""1997-12-26 00:00:00""|""1998-01-23 00:00:00""|""1998-01-05 00:00:00""|Speedy Express|62|Tarte au sucre|49.3000|2|0.0|98.0|2.3300",,
"Island Trading|Garden House Crowther Way|Cowes|Isle of Wight|PO31 7PJ|UK|ISLAT|Island Trading|Garden House Crowther Way|Cowes|Isle of Wight|PO31 7PJ|UK|0.0|10798|""1997-12-26 00:00:00""|""1998-01-23 00:00:00""|""1998-01-05 00:00:00""|Speedy Express|72|Mozzarella di Giovanni|34.8000|10|0.0|348.0|2.3300",,
"La corne d-abondance|""67"," avenue de l-Europe""|Versailles||""78000""|France|LACOR|La corne d'abondance|""67"," avenue de l'Europe""|Versailles||""78000""|France|0.0|10858|""1998-01-29 00:00:00""|""1998-02-26 00:00:00""|""1998-02-03 00:00:00""|Speedy Express|7|Uncle Bob's Organic Dried Pears|30.0000|5|0.0|150.0|52.5100"
"La corne d-abondance|""67"," avenue de l-Europe""|Versailles||""78000""|France|LACOR|La corne d'abondance|""67"," avenue de l'Europe""|Versailles||""78000""|France|0.0|10858|""1998-01-29 00:00:00""|""1998-02-26 00:00:00""|""1998-02-03 00:00:00""|Speedy Express|27|Schoggi Schokolade|43.9000|10|0.0|439.0|52.5100"
"La corne d-abondance|""67"," avenue de l-Europe""|Versailles||""78000""|France|LACOR|La corne d'abondance|""67"," avenue de l'Europe""|Versailles||""78000""|France|0.0|10858|""1998-01-29 00:00:00""|""1998-02-26 00:00:00""|""1998-02-03 00:00:00""|Speedy Express|70|Outback Lager|15.0000|4|0.0|60.0|52.5100"
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10865|""1998-02-02 00:00:00""|""1998-02-16 00:00:00""|""1998-02-12 00:00:00""|Speedy Express|38|Cte de Blaye|263.5000|60|0.0|15810.0|348.1400",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10865|""1998-02-02 00:00:00""|""1998-02-16 00:00:00""|""1998-02-12 00:00:00""|Speedy Express|39|Chartreuse verte|18.0000|80|0.0|1440.0|348.1400",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10982|""1998-03-27 00:00:00""|""1998-04-24 00:00:00""|""1998-04-08 00:00:00""|Speedy Express|7|Uncle Bob's Organic Dried Pears|30.0000|20|0.0|600.0|14.0100",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10982|""1998-03-27 00:00:00""|""1998-04-24 00:00:00""|""1998-04-08 00:00:00""|Speedy Express|43|Ipoh Coffee|46.0000|9|0.0|414.0|14.0100",,
"Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|0.0|10985|""1998-03-30 00:00:00""|""1998-04-27 00:00:00""|""1998-04-02 00:00:00""|Speedy Express|16|Pavlova|17.4500|36|0.0|628.0|91.5100",,
"Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|0.0|10985|""1998-03-30 00:00:00""|""1998-04-27 00:00:00""|""1998-04-02 00:00:00""|Speedy Express|18|Carnarvon Tigers|62.5000|8|0.0|500.0|91.5100",,
"Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|0.0|10985|""1998-03-30 00:00:00""|""1998-04-27 00:00:00""|""1998-04-02 00:00:00""|Speedy Express|32|Mascarpone Fabioli|32.0000|35|0.0|1120.0|91.5100",,
Que Delcia|Rua da Panificadora," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|QUEDE|Que Delcia|Rua da Panificadora"," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|0.0|10989|""1998-03-31 00:00:00""|""1998-04-28 00:00:00""|""1998-04-02 00:00:00""|Speedy Express|6|Grandma's Boysenberry Spread|25.0000|40|0.0|1000.0|34.7600"
Que Delcia|Rua da Panificadora," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|QUEDE|Que Delcia|Rua da Panificadora"," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|0.0|10989|""1998-03-31 00:00:00""|""1998-04-28 00:00:00""|""1998-04-02 00:00:00""|Speedy Express|11|Queso Cabrales|21.0000|15|0.0|315.0|34.7600"
Que Delcia|Rua da Panificadora," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|QUEDE|Que Delcia|Rua da Panificadora"," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|0.0|10989|""1998-03-31 00:00:00""|""1998-04-28 00:00:00""|""1998-04-02 00:00:00""|Speedy Express|41|Jack's New England Clam Chowder|9.6500|4|0.0|38.0|34.7600"
"Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|0.0|11005|""1998-04-07 00:00:00""|""1998-05-05 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|1|Chai|18.0000|2|0.0|36.0|0.7500",,
"Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||""21240""|Finland|0.0|11005|""1998-04-07 00:00:00""|""1998-05-05 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|59|Raclette Courdavault|55.0000|10|0.0|550.0|0.7500",,
Godos Cocina Tpica|C/ Romero," 33|Sevilla||""41101""|Spain|GODOS|Godos Cocina Tpica|C/ Romero"," 33|Sevilla||""41101""|Spain|0.0|11009|""1998-04-08 00:00:00""|""1998-05-06 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|24|Guaran Fantstica|4.5000|12|0.0|54.0|59.1100"
Godos Cocina Tpica|C/ Romero," 33|Sevilla||""41101""|Spain|GODOS|Godos Cocina Tpica|C/ Romero"," 33|Sevilla||""41101""|Spain|0.0|11009|""1998-04-08 00:00:00""|""1998-05-06 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|36|Inlagd Sill|19.0000|18|0.0|342.0|59.1100"
Godos Cocina Tpica|C/ Romero," 33|Sevilla||""41101""|Spain|GODOS|Godos Cocina Tpica|C/ Romero"," 33|Sevilla||""41101""|Spain|0.0|11009|""1998-04-08 00:00:00""|""1998-05-06 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|60|Camembert Pierrot|34.0000|9|0.0|306.0|59.1100"
Romero y tomillo|Gran Va," 1|Madrid||""28001""|Spain|ROMEY|Romero y tomillo|Gran Va"," 1|Madrid||""28001""|Spain|0.0|11013|""1998-04-09 00:00:00""|""1998-05-07 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|23|Tunnbrd|9.0000|10|0.0|90.0|32.9900"
Romero y tomillo|Gran Va," 1|Madrid||""28001""|Spain|ROMEY|Romero y tomillo|Gran Va"," 1|Madrid||""28001""|Spain|0.0|11013|""1998-04-09 00:00:00""|""1998-05-07 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|42|Singaporean Hokkien Fried Mee|14.0000|4|0.0|56.0|32.9900"
Romero y tomillo|Gran Va," 1|Madrid||""28001""|Spain|ROMEY|Romero y tomillo|Gran Va"," 1|Madrid||""28001""|Spain|0.0|11013|""1998-04-09 00:00:00""|""1998-05-07 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|45|Rogede sild|9.5000|20|0.0|190.0|32.9900"
Romero y tomillo|Gran Va," 1|Madrid||""28001""|Spain|ROMEY|Romero y tomillo|Gran Va"," 1|Madrid||""28001""|Spain|0.0|11013|""1998-04-09 00:00:00""|""1998-05-07 00:00:00""|""1998-04-10 00:00:00""|Speedy Express|68|Scottish Longbreads|12.5000|2|0.0|25.0|32.9900"
"Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|KOENE|Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|0.0|11028|""1998-04-16 00:00:00""|""1998-05-14 00:00:00""|""1998-04-22 00:00:00""|Speedy Express|55|Pt chinois|24.0000|35|0.0|840.0|29.5900",,
"Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|KOENE|Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|0.0|11028|""1998-04-16 00:00:00""|""1998-05-14 00:00:00""|""1998-04-22 00:00:00""|Speedy Express|59|Raclette Courdavault|55.0000|24|0.0|1320.0|29.5900",,
Comrcio Mineiro|Av. dos Lusadas," 23|Sao Paulo|SP|""05432-043""|Brazil|COMMI|Comrcio Mineiro|Av. dos Lusadas"," 23|Sao Paulo|SP|""05432-043""|Brazil|0.0|11042|""1998-04-22 00:00:00""|""1998-05-06 00:00:00""|""1998-05-01 00:00:00""|Speedy Express|44|Gula Malacca|19.4500|15|0.0|291.0|29.9900"
Comrcio Mineiro|Av. dos Lusadas," 23|Sao Paulo|SP|""05432-043""|Brazil|COMMI|Comrcio Mineiro|Av. dos Lusadas"," 23|Sao Paulo|SP|""05432-043""|Brazil|0.0|11042|""1998-04-22 00:00:00""|""1998-05-06 00:00:00""|""1998-05-01 00:00:00""|Speedy Express|61|Sirop d'rable|28.5000|4|0.0|114.0|29.9900"
"Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|LEHMS|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|0.0|11070|""1998-05-05 00:00:00""|""1998-06-02 00:00:00""||Speedy Express|1|Chai|18.0000|40|0.0|720.0|136.0000",,
"Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|LEHMS|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|0.0|11070|""1998-05-05 00:00:00""|""1998-06-02 00:00:00""||Speedy Express|2|Chang|19.0000|20|0.0|380.0|136.0000",,
"Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|LEHMS|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|0.0|11070|""1998-05-05 00:00:00""|""1998-06-02 00:00:00""||Speedy Express|16|Pavlova|17.4500|30|0.0|523.0|136.0000",,
"Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|LEHMS|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||""60528""|Germany|0.0|11070|""1998-05-05 00:00:00""|""1998-06-02 00:00:00""||Speedy Express|31|Gorgonzola Telino|12.5000|20|0.0|250.0|136.0000",,
"Wartian Herkku|Torikatu 38|Oulu||""90110""|Finland|WARTH|Wartian Herkku|Torikatu 38|Oulu||""90110""|Finland|0.0|10266|""1996-07-26 00:00:00""|""1996-09-06 00:00:00""|""1996-07-31 00:00:00""|Federal Shipping|12|Queso Manchego La Pastora|30.4000|12|0.0|364.0|25.7300",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10273|""1996-08-05 00:00:00""|""1996-09-02 00:00:00""|""1996-08-12 00:00:00""|Federal Shipping|10|Ikura|24.8000|24|0.0|595.0|76.0700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10273|""1996-08-05 00:00:00""|""1996-09-02 00:00:00""|""1996-08-12 00:00:00""|Federal Shipping|31|Gorgonzola Telino|10.0000|15|0.0|150.0|76.0700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10273|""1996-08-05 00:00:00""|""1996-09-02 00:00:00""|""1996-08-12 00:00:00""|Federal Shipping|33|Geitost|2.0000|20|0.0|40.0|76.0700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10273|""1996-08-05 00:00:00""|""1996-09-02 00:00:00""|""1996-08-12 00:00:00""|Federal Shipping|40|Boston Crab Meat|14.7000|60|0.0|882.0|76.0700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10273|""1996-08-05 00:00:00""|""1996-09-02 00:00:00""|""1996-08-12 00:00:00""|Federal Shipping|76|Lakkalikri|14.4000|33|0.0|475.0|76.0700",,
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10283|""1996-08-16 00:00:00""|""1996-09-13 00:00:00""|""1996-08-23 00:00:00""|Federal Shipping|15|Genen Shouyu|12.4000|20|0.0|248.0|84.8100",,
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10283|""1996-08-16 00:00:00""|""1996-09-13 00:00:00""|""1996-08-23 00:00:00""|Federal Shipping|19|Teatime Chocolate Biscuits|7.3000|18|0.0|131.0|84.8100",,
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10283|""1996-08-16 00:00:00""|""1996-09-13 00:00:00""|""1996-08-23 00:00:00""|Federal Shipping|60|Camembert Pierrot|27.2000|35|0.0|952.0|84.8100",,
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10283|""1996-08-16 00:00:00""|""1996-09-13 00:00:00""|""1996-08-23 00:00:00""|Federal Shipping|72|Mozzarella di Giovanni|27.8000|3|0.0|83.0|84.8100",,
"Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|RATTC|Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|0.0|10346|""1996-11-05 00:00:00""|""1996-12-17 00:00:00""|""1996-11-08 00:00:00""|Federal Shipping|17|Alice Mutton|31.2000|36|0.0|1123.0|142.0800",,
"Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|RATTC|Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|0.0|10346|""1996-11-05 00:00:00""|""1996-12-17 00:00:00""|""1996-11-08 00:00:00""|Federal Shipping|56|Gnocchi di nonna Alice|30.4000|20|0.0|608.0|142.0800",,
"Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||""1675""|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||""1675""|Portugal|0.0|10352|""1996-11-12 00:00:00""|""1996-11-26 00:00:00""|""1996-11-18 00:00:00""|Federal Shipping|24|Guaran Fantstica|3.6000|10|0.0|36.0|1.3000",,
"Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||""1675""|Portugal|FURIB|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||""1675""|Portugal|0.0|10352|""1996-11-12 00:00:00""|""1996-11-26 00:00:00""|""1996-11-18 00:00:00""|Federal Shipping|54|Tourtire|5.9000|20|0.0|118.0|1.3000",,
"LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|""3508""|Venezuela|0.0|10381|""1996-12-12 00:00:00""|""1997-01-09 00:00:00""|""1996-12-13 00:00:00""|Federal Shipping|74|Longlife Tofu|8.0000|14|0.0|112.0|7.9900",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10384|""1996-12-16 00:00:00""|""1997-01-13 00:00:00""|""1996-12-20 00:00:00""|Federal Shipping|20|Sir Rodney's Marmalade|64.8000|28|0.0|1814.0|168.6400",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10384|""1996-12-16 00:00:00""|""1997-01-13 00:00:00""|""1996-12-20 00:00:00""|Federal Shipping|60|Camembert Pierrot|27.2000|15|0.0|408.0|168.6400",,
"Drachenblut Delikatessen|Walserweg 21|Aachen||""52066""|Germany|DRACD|Drachenblut Delikatessen|Walserweg 21|Aachen||""52066""|Germany|0.0|10391|""1996-12-23 00:00:00""|""1997-01-20 00:00:00""|""1996-12-31 00:00:00""|Federal Shipping|13|Konbu|4.8000|18|0.0|86.0|5.4500",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10410|""1997-01-10 00:00:00""|""1997-02-07 00:00:00""|""1997-01-15 00:00:00""|Federal Shipping|33|Geitost|2.0000|49|0.0|98.0|2.4000",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10410|""1997-01-10 00:00:00""|""1997-02-07 00:00:00""|""1997-01-15 00:00:00""|Federal Shipping|59|Raclette Courdavault|44.0000|16|0.0|704.0|2.4000",,
"Princesa Isabel Vinhos|Estrada da sade n. 58|Lisboa||""1756""|Portugal|PRINI|Princesa Isabel Vinhos|Estrada da sade n. 58|Lisboa||""1756""|Portugal|0.0|10433|""1997-02-03 00:00:00""|""1997-03-03 00:00:00""|""1997-03-04 00:00:00""|Federal Shipping|56|Gnocchi di nonna Alice|30.4000|28|0.0|851.0|73.8300",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10444|""1997-02-12 00:00:00""|""1997-03-12 00:00:00""|""1997-02-21 00:00:00""|Federal Shipping|17|Alice Mutton|31.2000|10|0.0|312.0|3.5000",,
